epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,2246.46,1.44165,0.97894,0.89188,0.46196,0.35435,0.33684,0.1909,1.3941,0.98835,0.89854,0.000501942,0.000501942,0.000501942
17,2296.19,1.42583,0.96794,0.89095,0.47508,0.35908,0.34311,0.1954,1.38219,0.96563,0.8904,0.000487805,0.000487805,0.000487805
18,2348,1.41857,0.95922,0.88875,0.46881,0.36068,0.34564,0.19579,1.37641,0.96972,0.89031,0.000473668,0.000473668,0.000473668
19,2399.54,1.41636,0.95423,0.88778,0.46086,0.36752,0.34301,0.19631,1.36308,0.95992,0.89002,0.00045953,0.00045953,0.00045953
20,2451.89,1.40906,0.94451,0.88739,0.46987,0.37055,0.34737,0.19867,1.37118,0.95415,0.88688,0.000445393,0.000445393,0.000445393
21,2504.37,1.41241,0.94617,0.88669,0.46496,0.36847,0.34646,0.19694,1.37724,0.9625,0.88965,0.000431256,0.000431256,0.000431256
22,2554.15,1.39937,0.93175,0.885,0.48301,0.37188,0.34967,0.2002,1.36746,0.95231,0.89023,0.000417119,0.000417119,0.000417119
23,2605.78,1.39429,0.9273,0.88257,0.48304,0.37033,0.35028,0.19946,1.36546,0.94961,0.88663,0.000402982,0.000402982,0.000402982
24,2655.69,1.39513,0.92309,0.88165,0.49395,0.3673,0.35886,0.20596,1.35108,0.93438,0.88693,0.000388844,0.000388844,0.000388844
25,2707.3,1.38768,0.91266,0.88052,0.48742,0.37241,0.35871,0.20459,1.36071,0.93724,0.88713,0.000374707,0.000374707,0.000374707
26,2756.96,1.3841,0.91193,0.88034,0.49857,0.3752,0.35861,0.20533,1.35505,0.93658,0.88542,0.00036057,0.00036057,0.00036057
27,2806.51,1.37944,0.90377,0.87871,0.48922,0.37226,0.36111,0.2058,1.35187,0.93935,0.88444,0.000346433,0.000346433,0.000346433
28,2856.08,1.37421,0.89446,0.87876,0.49641,0.37172,0.35994,0.20638,1.35382,0.93309,0.88356,0.000332296,0.000332296,0.000332296
29,2907.35,1.3669,0.88683,0.8761,0.50663,0.36811,0.35568,0.20354,1.35143,0.94158,0.884,0.000318158,0.000318158,0.000318158
30,2956.89,1.36682,0.88598,0.87853,0.50141,0.38613,0.36952,0.21165,1.34115,0.92329,0.8828,0.000304021,0.000304021,0.000304021
31,3008.66,1.36084,0.88013,0.87666,0.50159,0.37753,0.36646,0.21078,1.33728,0.92255,0.88254,0.000289884,0.000289884,0.000289884
32,3058.59,1.34931,0.8689,0.87232,0.49841,0.39093,0.37097,0.21246,1.34073,0.92148,0.8826,0.000275747,0.000275747,0.000275747
33,3110.42,1.3526,0.86901,0.87408,0.50015,0.37865,0.36398,0.20802,1.34024,0.92037,0.88175,0.00026161,0.00026161,0.00026161
34,3159.77,1.3553,0.86571,0.87289,0.50544,0.38556,0.37014,0.2125,1.33855,0.91257,0.88037,0.000247472,0.000247472,0.000247472
35,3211.3,1.33788,0.85876,0.87313,0.49267,0.38946,0.37324,0.21576,1.3367,0.91125,0.88136,0.000233335,0.000233335,0.000233335
36,3262.49,1.33767,0.84964,0.87122,0.50179,0.38421,0.37292,0.21515,1.33246,0.91123,0.88015,0.000219198,0.000219198,0.000219198
37,3311.76,1.33764,0.84807,0.87008,0.51004,0.38629,0.37648,0.21771,1.33204,0.90925,0.88132,0.000205061,0.000205061,0.000205061
38,3363.28,1.32776,0.83943,0.86819,0.50841,0.39143,0.3802,0.21951,1.32822,0.90115,0.87955,0.000190924,0.000190924,0.000190924
39,3415.04,1.3304,0.84257,0.8696,0.51404,0.39132,0.37887,0.21843,1.32759,0.90434,0.88062,0.000176786,0.000176786,0.000176786
40,3464.37,1.31626,0.82516,0.86688,0.50413,0.3969,0.38174,0.22084,1.32433,0.90129,0.87893,0.000162649,0.000162649,0.000162649
41,3516.87,1.28676,0.81335,0.87278,0.51845,0.38081,0.37643,0.21697,1.33163,0.90878,0.87998,0.000148512,0.000148512,0.000148512
42,3564.08,1.27257,0.79309,0.87088,0.50843,0.38468,0.37544,0.21703,1.33042,0.90769,0.87916,0.000134375,0.000134375,0.000134375
43,3610.56,1.26649,0.78613,0.86854,0.5193,0.38396,0.37652,0.21761,1.3324,0.90673,0.87937,0.000120238,0.000120238,0.000120238
44,3657.34,1.2614,0.77937,0.86737,0.51661,0.38761,0.37678,0.21749,1.32656,0.90492,0.87903,0.0001061,0.0001061,0.0001061
45,3703.96,1.25982,0.77446,0.86721,0.50909,0.38744,0.37782,0.21914,1.32184,0.90321,0.87801,9.19632e-05,9.19632e-05,9.19632e-05
46,3750.79,1.24941,0.76656,0.86383,0.51226,0.39263,0.37803,0.219,1.32695,0.90268,0.87961,7.7826e-05,7.7826e-05,7.7826e-05
47,3797.29,1.24675,0.76007,0.86459,0.52078,0.39024,0.37748,0.21748,1.32709,0.90347,0.87898,6.36888e-05,6.36888e-05,6.36888e-05
48,3843.29,1.2413,0.7545,0.86316,0.51469,0.39124,0.37773,0.21878,1.32533,0.90099,0.87808,4.95516e-05,4.95516e-05,4.95516e-05
49,3889.86,1.23975,0.75158,0.86315,0.52318,0.39202,0.37979,0.22023,1.32416,0.89919,0.87818,3.54144e-05,3.54144e-05,3.54144e-05
50,3936.11,1.23214,0.74347,0.86151,0.52672,0.3945,0.38037,0.22025,1.32741,0.90006,0.87896,2.12772e-05,2.12772e-05,2.12772e-05
