epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,2006.88,1.36584,0.86828,0.90184,0.49653,0.37777,0.36449,0.20963,1.32989,0.89839,0.89651,0.000289884,0.000289884,0.000289884
32,2071.25,1.35374,0.85747,0.89568,0.50556,0.37543,0.36831,0.21201,1.32591,0.89248,0.89506,0.000275747,0.000275747,0.000275747
33,2135.74,1.35881,0.85817,0.89784,0.49837,0.38121,0.3673,0.21179,1.32923,0.88904,0.89642,0.00026161,0.00026161,0.00026161
34,2200.06,1.36169,0.85463,0.89762,0.50813,0.37777,0.37217,0.21304,1.32603,0.88373,0.89477,0.000247472,0.000247472,0.000247472
35,2264.44,1.34368,0.84882,0.89748,0.50699,0.38318,0.37531,0.21567,1.33004,0.88243,0.89668,0.000233335,0.000233335,0.000233335
36,2328.74,1.34312,0.84241,0.89596,0.49617,0.38377,0.36943,0.21197,1.3247,0.88176,0.89521,0.000219198,0.000219198,0.000219198
37,2392.77,1.34686,0.84094,0.89465,0.50128,0.38303,0.37174,0.21414,1.3258,0.88387,0.89545,0.000205061,0.000205061,0.000205061
38,2457.04,1.33367,0.8324,0.89151,0.49489,0.39035,0.3751,0.21624,1.31737,0.87549,0.89388,0.000190924,0.000190924,0.000190924
39,2521.43,1.33699,0.83456,0.89289,0.50316,0.39256,0.37841,0.21658,1.32534,0.87695,0.8957,0.000176786,0.000176786,0.000176786
40,2585.54,1.32511,0.81919,0.89064,0.51004,0.38549,0.3772,0.21769,1.32036,0.87567,0.89538,0.000162649,0.000162649,0.000162649
41,2650.94,1.29355,0.80259,0.90013,0.51823,0.37736,0.37263,0.21447,1.32108,0.88282,0.8935,0.000148512,0.000148512,0.000148512
42,2713.07,1.28019,0.78645,0.89748,0.508,0.38366,0.37696,0.21641,1.31964,0.87856,0.89273,0.000134375,0.000134375,0.000134375
43,2775.68,1.27551,0.78048,0.89467,0.50587,0.38414,0.37572,0.21592,1.32551,0.87894,0.89533,0.000120238,0.000120238,0.000120238
44,2838.31,1.27047,0.77219,0.89395,0.50411,0.39528,0.38064,0.21919,1.31658,0.87209,0.89333,0.0001061,0.0001061,0.0001061
45,2902.88,1.26883,0.76897,0.8937,0.51355,0.3879,0.37977,0.21913,1.31372,0.87524,0.89206,9.19632e-05,9.19632e-05,9.19632e-05
46,2966.08,1.25792,0.76057,0.88925,0.50738,0.39325,0.38197,0.21996,1.3155,0.86995,0.89187,7.7826e-05,7.7826e-05,7.7826e-05
47,3029.6,1.25734,0.7558,0.89081,0.51834,0.38938,0.37967,0.21974,1.31481,0.86966,0.89192,6.36888e-05,6.36888e-05,6.36888e-05
48,3091.77,1.24978,0.75041,0.88789,0.50833,0.39448,0.38271,0.22043,1.31232,0.86612,0.89179,4.95516e-05,4.95516e-05,4.95516e-05
49,3154.91,1.24797,0.74634,0.88799,0.52029,0.38892,0.38267,0.2219,1.30964,0.86708,0.89174,3.54144e-05,3.54144e-05,3.54144e-05
50,3217.62,1.24181,0.73987,0.88612,0.51386,0.39304,0.38214,0.22057,1.31155,0.86619,0.89202,2.12772e-05,2.12772e-05,2.12772e-05
